scheme_code,scheme_name,isin_growth,isin_reinvestment,fund_house,category,sub_category,risk_grade
141287,UTI FTIF Series XXVI-XII (1096 Days)- Direct Plan - Annual Div Option,INF789FC1TH9,-,UTI Mutual Fund,Income,Other,Moderate
141293,UTI FTIF Series XXVI-XII (1096 Days)- Direct Plan - Flexi Div Option,INF789FC1TI7,-,UTI Mutual Fund,Income,Other,Moderate
141296,UTI FTIF Series XXVI-XII (1096 Days)- Direct Plan - Growth Option,INF789FC1TN7,-,UTI Mutual Fund,Income,Other,Moderate
141288,UTI FTIF Series XXVI-XII (1096 Days)- Direct Plan - Quarterly Div Option,INF789FC1TG1,-,UTI Mutual Fund,Income,Other,Moderate
141290,UTI FTIF Series XXVI-XII (1096 Days)- Regular Plan - Annual Div Option,INF789FC1TL1,-,UTI Mutual Fund,Income,Other,Moderate
141289,UTI FTIF Series XXVI-XII (1096 Days)- Regular Plan - Growth Option,INF789FC1TP2,-,UTI Mutual Fund,Income,Other,Moderate
141291,UTI FTIF Series XXVI-XII (1096 Days)- Regular Plan - Maturity Div Option,INF789FC1TO5,-,UTI Mutual Fund,Income,Other,Moderate
141295,UTI FTIF Series XXVI-XII (1096 Days)- Regular Plan - Quarterly Div Option,INF789FC1TK3,-,UTI Mutual Fund,Income,Other,Moderate
141308,UTI FTIF Series XXVI-XIII (1124 Days)- Direct Plan - Annual Div Option,INF789FC1TR8,-,UTI Mutual Fund,Income,Other,Moderate
141307,UTI FTIF Series XXVI-XIII (1124 Days)- Direct Plan - Growth Option,INF789FC1TX6,-,UTI Mutual Fund,Income,Other,Moderate
141309,UTI FTIF Series XXVI-XIII (1124 Days)- Direct Plan - Maturity Div Option,INF789FC1TW8,-,UTI Mutual Fund,Income,Other,Moderate
141315,UTI FTIF Series XXVI-XIII (1124 Days)- Direct Plan - Quarterly Div Option,INF789FC1TQ0,-,UTI Mutual Fund,Income,Other,Moderate
141313,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Annual Div Option,INF789FC1TV0,-,UTI Mutual Fund,Income,Other,Moderate
141312,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Flexi Div Option,INF789FC1TT4,-,UTI Mutual Fund,Income,Other,Moderate
141311,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Growth Option,INF789FC1TZ1,-,UTI Mutual Fund,Income,Other,Moderate
141314,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Maturity Div Option,INF789FC1TY4,-,UTI Mutual Fund,Income,Other,Moderate
141316,UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Quarterly Div Option,INF789FC1TU2,-,UTI Mutual Fund,Income,Other,Moderate
141394,UTI FTIF Series XXVI-XIV (1105 Days) - Direct Plan - Annual Div Option,INF789FC1ZP9,-,UTI Mutual Fund,Income,Other,Moderate
141395,UTI FTIF Series XXVI-XIV (1105 Days) - Direct Plan - Flexi Div Option,INF789FC1ZQ7,-,UTI Mutual Fund,Income,Other,Moderate
141402,UTI FTIF Series XXVI-XIV (1105 Days) - Direct Plan - Growth Option,INF789FC1ZV7,-,UTI Mutual Fund,Income,Other,Moderate
141396,UTI FTIF Series XXVI-XIV (1105 Days) - Direct Plan - Maturity Div Div Option,INF789FC1ZU9,-,UTI Mutual Fund,Income,Other,Moderate
141397,UTI FTIF Series XXVI-XIV (1105 Days) - Direct Plan - Quarterly Div Option,INF789FC1ZO2,-,UTI Mutual Fund,Income,Other,Moderate
141398,UTI FTIF Series XXVI-XIV (1105 Days) - Regular Plan - Annual Div Option,INF789FC1ZT1,-,UTI Mutual Fund,Income,Other,Moderate
141399,UTI FTIF Series XXVI-XIV (1105 Days) - Regular Plan - Flexi Div Option,INF789FC1ZR5,-,UTI Mutual Fund,Income,Other,Moderate
141400,UTI FTIF Series XXVI-XIV (1105 Days) - Regular Plan - Growth Option,INF789FC1ZX3,-,UTI Mutual Fund,Income,Other,Moderate
141403,UTI FTIF Series XXVI-XIV (1105 Days) - Regular Plan - Maturity Div Option,INF789FC1ZW5,-,UTI Mutual Fund,Income,Other,Moderate
141401,UTI FTIF Series XXVI-XIV (1105 Days) - Regular Plan - Quarterly Div Option,INF789FC1ZS3,-,UTI Mutual Fund,Income,Other,Moderate
141453,UTI FTIF Series XXVI-XV (1097 Days) - Direct Plan - Annual Div Option,INF789FC1A38,-,UTI Mutual Fund,Income,Other,Moderate
141452,UTI FTIF Series XXVI-XV (1097 Days) - Direct Plan - Growth Option,INF789FC1A95,-,UTI Mutual Fund,Income,Other,Moderate
141455,UTI FTIF Series XXVI-XV (1097 Days) - Direct Plan - Maturity Div Option,INF789FC1A87,-,UTI Mutual Fund,Income,Other,Moderate
141454,UTI FTIF Series XXVI-XV (1097 Days) - Direct Plan - Quarterly Div Option,INF789FC1A20,-,UTI Mutual Fund,Income,Other,Moderate
141456,UTI FTIF Series XXVI-XV (1097 Days) - Regular Plan - Annual Div Option,INF789FC1A79,-,UTI Mutual Fund,Income,Other,Moderate
141451,UTI FTIF Series XXVI-XV (1097 Days) - Regular Plan - Flexi Div Option,INF789FC1A53,-,UTI Mutual Fund,Income,Other,Moderate
141449,UTI FTIF Series XXVI-XV (1097 Days) - Regular Plan - Growth Option,INF789FC1B11,-,UTI Mutual Fund,Income,Other,Moderate
141450,UTI FTIF Series XXVI-XV (1097 Days) - Regular Plan - Maturity Div Option,INF789FC1B03,-,UTI Mutual Fund,Income,Other,Moderate
141457,UTI FTIF Series XXVI-XV (1097 Days) - Regular Plan - Quarterly Div Option,INF789FC1A61,-,UTI Mutual Fund,Income,Other,Moderate
141478,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Annual Div Option,INF789FC1K93,-,UTI Mutual Fund,Income,Other,Moderate
141480,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Flexi Div Option,INF789FC1L01,-,UTI Mutual Fund,Income,Other,Moderate
141485,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Growth Option,INF789FC1L50,-,UTI Mutual Fund,Income,Other,Moderate
141479,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Maturity Div Option,INF789FC1L43,-,UTI Mutual Fund,Income,Other,Moderate
141486,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Quarterly Div Option,INF789FC1K85,-,UTI Mutual Fund,Income,Other,Moderate
141482,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Annual Div Option,INF789FC1L35,-,UTI Mutual Fund,Income,Other,Moderate
141484,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Flexi Div Option,INF789FC1L19,-,UTI Mutual Fund,Income,Other,Moderate
141481,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Growth Option,INF789FC1L76,-,UTI Mutual Fund,Income,Other,Moderate
141487,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Maturity Div Option,INF789FC1L68,-,UTI Mutual Fund,Income,Other,Moderate
141483,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Quarterly Div Option,INF789FC1L27,-,UTI Mutual Fund,Income,Other,Moderate
141531,UTI FTIF Series XXVII-II (1161 Days) - Direct Plan - Annual Div Option,INF789FC1L92,-,UTI Mutual Fund,Income,Other,Moderate
141534,UTI FTIF Series XXVII-II (1161 Days) - Direct Plan - Growth Option,INF789FC1M59,-,UTI Mutual Fund,Income,Other,Moderate
141532,UTI FTIF Series XXVII-II (1161 Days) - Direct Plan - Quarterly Div Option,INF789FC1L84,-,UTI Mutual Fund,Income,Other,Moderate
141537,UTI FTIF Series XXVII-II (1161 Days) - Regular Plan - Annual Div Option,INF789FC1M34,-,UTI Mutual Fund,Income,Other,Moderate
141539,UTI FTIF Series XXVII-II (1161 Days) - Regular Plan - Flexi Div Option,INF789FC1M18,-,UTI Mutual Fund,Income,Other,Moderate
141536,UTI FTIF Series XXVII-II (1161 Days) - Regular Plan - Growth Option,INF789FC1M75,-,UTI Mutual Fund,Income,Other,Moderate
141540,UTI FTIF Series XXVII-II (1161 Days) - Regular Plan - Maturity Div Option,INF789FC1M67,-,UTI Mutual Fund,Income,Other,Moderate
141538,UTI FTIF Series XXVII-II (1161 Days) - Regular Plan - Quarterly Div Option,INF789FC1M26,-,UTI Mutual Fund,Income,Other,Moderate
141570,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Annual Div Option,INF789FC1M91,-,UTI Mutual Fund,Income,Other,Moderate
141572,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Growth Option,INF789FC1N58,-,UTI Mutual Fund,Income,Other,Moderate
141571,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Maturity Div Option,INF789FC1N41,-,UTI Mutual Fund,Income,Other,Moderate
141569,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Quarterly Div Option,INF789FC1M83,-,UTI Mutual Fund,Income,Other,Moderate
141576,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Annual Div Option,INF789FC1N33,-,UTI Mutual Fund,Income,Other,Moderate
141573,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Growth Option,INF789FC1N74,-,UTI Mutual Fund,Income,Other,Moderate
141574,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Maturity Div Option,INF789FC1N66,-,UTI Mutual Fund,Income,Other,Moderate
141577,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Quarterly Div Option,INF789FC1N25,-,UTI Mutual Fund,Income,Other,Moderate
141621,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Annual Div Option,INF789FC1O08,-,UTI Mutual Fund,Income,Other,Moderate
141622,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Flexi Div Option,INF789FC1O16,-,UTI Mutual Fund,Income,Other,Moderate
141620,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Growth Option,INF789FC1O65,-,UTI Mutual Fund,Income,Other,Moderate
141626,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Maturity Div Option,INF789FC1O57,-,UTI Mutual Fund,Income,Other,Moderate
141627,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Quarterly Div Option,INF789FC1N90,-,UTI Mutual Fund,Income,Other,Moderate
141629,UTI FTIF Series XXVII-IV (1113 Days) - Regular - Growth Option,INF789FC1O81,-,UTI Mutual Fund,Income,Other,Moderate
141623,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Annual Div Option,INF789FC1O40,-,UTI Mutual Fund,Income,Other,Moderate
141625,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Flexi Div Option,INF789FC1O24,-,UTI Mutual Fund,Income,Other,Moderate
141624,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Maturity Div Option,INF789FC1O73,-,UTI Mutual Fund,Income,Other,Moderate
141628,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Quarterly Div Option,INF789FC1O32,-,UTI Mutual Fund,Income,Other,Moderate
141718,UTI FTIF Series XXVII- V (1097 Days) - Direct Plan - Quarterly Div Option,INF789FC1O99,-,UTI Mutual Fund,Income,Other,Moderate
141715,UTI FTIF Series XXVII- V (1097 Days) - Regular Plan - Flexi Div Option,INF789FC1P23,-,UTI Mutual Fund,Income,Other,Moderate
141710,UTI FTIF Series XXVII-V (1097 Days) - Direct Plan - Annual Div Option,INF789FC1P07,-,UTI Mutual Fund,Income,Other,Moderate
141717,UTI FTIF Series XXVII-V (1097 Days) - Direct Plan - Flexi Div Option,INF789FC1P15,-,UTI Mutual Fund,Income,Other,Moderate
141716,UTI FTIF Series XXVII-V (1097 Days) - Direct Plan - Growth Option,INF789FC1P64,-,UTI Mutual Fund,Income,Other,Moderate
141711,UTI FTIF Series XXVII-V (1097 Days) - Direct Plan - Maturity Div Option,INF789FC1P56,-,UTI Mutual Fund,Income,Other,Moderate
141712,UTI FTIF Series XXVII-V (1097 Days) - Regular Plan - Annual Div Option,INF789FC1P49,-,UTI Mutual Fund,Income,Other,Moderate
141719,UTI FTIF Series XXVII-V (1097 Days) - Regular Plan - Growth Option,INF789FC1P80,-,UTI Mutual Fund,Income,Other,Moderate
141714,UTI FTIF Series XXVII-V (1097 Days) - Regular Plan - Maturity Div Option,INF789FC1P72,-,UTI Mutual Fund,Income,Other,Moderate
141713,UTI FTIF Series XXVII-V (1097 Days) - Regular Plan - Quarterly Div Option,INF789FC1P31,-,UTI Mutual Fund,Income,Other,Moderate
141748,UTI FTIF Series XXVII-VI (1113 Days) - Direct Plan - Annual Div Option,INF789FC1R39,-,UTI Mutual Fund,Income,Other,Moderate
141750,UTI FTIF Series XXVII-VI (1113 Days) - Direct Plan - Flexi Div Option,INF789FC1R62,-,UTI Mutual Fund,Income,Other,Moderate
141757,UTI FTIF Series XXVII-VI (1113 Days) - Direct Plan - Growth Option,INF789FC1R54,-,UTI Mutual Fund,Income,Other,Moderate
141756,UTI FTIF Series XXVII-VI (1113 Days) - Direct Plan - Maturity Div Option,INF789FC1R47,-,UTI Mutual Fund,Income,Other,Moderate
141749,UTI FTIF Series XXVII-VI (1113 Days) - Direct Plan - Quarterly Div Option,INF789FC1R21,-,UTI Mutual Fund,Income,Other,Moderate
141752,UTI FTIF Series XXVII-VI (1113 Days) - Regular Plan - Annual Div Option,INF789FC1Q89,-,UTI Mutual Fund,Income,Other,Moderate
141754,UTI FTIF Series XXVII-VI (1113 Days) - Regular Plan - Flexi Div Option,INF789FC1R13,-,UTI Mutual Fund,Income,Other,Moderate
141751,UTI FTIF Series XXVII-VI (1113 Days) - Regular Plan - Growth Option,INF789FC1R05,-,UTI Mutual Fund,Income,Other,Moderate
141753,UTI FTIF Series XXVII-VI (1113 Days) - Regular Plan - Maturity Div Option,INF789FC1Q97,-,UTI Mutual Fund,Income,Other,Moderate
141755,UTI FTIF Series XXVII-VI (1113 Days) - Regular Plan - Quarterly Div Option,INF789FC1Q71,-,UTI Mutual Fund,Income,Other,Moderate
141769,UTI FTIF Series XXVII-VII (1104 Days) - Direct Plan - Annual Div Option,INF789FC1S38,-,UTI Mutual Fund,Income,Other,Moderate
141778,UTI FTIF Series XXVII-VII (1104 Days) - Direct Plan - Growth Option,INF789FC1S53,-,UTI Mutual Fund,Income,Other,Moderate
141771,UTI FTIF Series XXVII-VII (1104 Days) - Direct Plan - Maturity Div Option,INF789FC1S46,-,UTI Mutual Fund,Income,Other,Moderate
141770,UTI FTIF Series XXVII-VII (1104 Days) - Direct Plan - Quarterly Div Option,INF789FC1S20,-,UTI Mutual Fund,Income,Other,Moderate
141776,UTI FTIF Series XXVII-VII (1104 Days) - Regular Plan - Annual Div Option,INF789FC1R88,-,UTI Mutual Fund,Income,Other,Moderate
141777,UTI FTIF Series XXVII-VII (1104 Days) - Regular Plan - Flexi Div Option,INF789FC1S12,-,UTI Mutual Fund,Income,Other,Moderate
141775,UTI FTIF Series XXVII-VII (1104 Days) - Regular Plan - Growth Option,INF789FC1S04,-,UTI Mutual Fund,Income,Other,Moderate
141773,UTI FTIF Series XXVII-VII (1104 Days) - Regular Plan - Maturity Div Option,INF789FC1R96,-,UTI Mutual Fund,Income,Other,Moderate
141774,UTI FTIF Series XXVII-VII (1104 Days) - Regular Plan - Quarterly Div Option,INF789FC1R70,-,UTI Mutual Fund,Income,Other,Moderate
139393,UTI FTIF Series XXIV - XIV (1831 Days) - Direct Plan - Maturity IDCW,INF789FC1AD8,-,UTI Mutual Fund,Income,Other,Moderate
139397,UTI FTIF Series XXIV - XIV (1831 Days) - Direct Plan - Quarterly IDCW,INF789FC1972,-,UTI Mutual Fund,Income,Other,Moderate
139400,UTI FTIF Series XXIV - XIV (1831 Days) - Regular Plan - Annual IDCW,INF789FC1AC0,-,UTI Mutual Fund,Income,Other,Moderate
139402,UTI FTIF Series XXIV - XIV (1831 Days) - Regular Plan - Flexi IDCW,INF789FC1AA4,-,UTI Mutual Fund,Income,Other,Moderate
139401,UTI FTIF Series XXIV - XIV (1831 Days) - Regular Plan - Maturity IDCW,INF789FC1AF3,-,UTI Mutual Fund,Income,Other,Moderate
139398,UTI FTIF Series XXIV - XIV (1831 Days) - Regular Plan - Quarterly IDCW,INF789FC1AB2,-,UTI Mutual Fund,Income,Other,Moderate
139399,UTI FTIF Series XXIV-XIV (1831 Days)- Direct Plan - Growth Option,INF789FC1AE6,-,UTI Mutual Fund,Income,Other,Moderate
139395,UTI FTIF Series XXIV-XIV (1831 Days)- Regular Plan - Growth Option,INF789FC1AG1,-,UTI Mutual Fund,Income,Other,Moderate
140126,UTI FTIF Series XXV-X (1229 Days)- Direct Plan - Annual Div Option,INF789FC1FQ9,-,UTI Mutual Fund,Income,Other,Moderate
140130,UTI FTIF Series XXV-X (1229 Days)- Direct Plan - Growth Option,INF789FC1FW7,-,UTI Mutual Fund,Income,Other,Moderate
140121,UTI FTIF Series XXV-X (1229 Days)- Direct Plan - Quarterly Div Option,INF789FC1FP1,-,UTI Mutual Fund,Income,Other,Moderate
140128,UTI FTIF Series XXV-X (1229 Days)- Regular Plan - Annual Div Option,INF789FC1FU1,-,UTI Mutual Fund,Income,Other,Moderate
140125,UTI FTIF Series XXV-X (1229 Days)- Regular Plan - Flexi Div Option,INF789FC1FS5,-,UTI Mutual Fund,Income,Other,Moderate
140123,UTI FTIF Series XXV-X (1229 Days)- Regular Plan - Growth Option,INF789FC1FY3,-,UTI Mutual Fund,Income,Other,Moderate
140129,UTI FTIF Series XXV-X (1229 Days)- Regular Plan - Maturity Div Option,INF789FC1FX5,-,UTI Mutual Fund,Income,Other,Moderate
140124,UTI FTIF Series XXV-X (1229 Days)- Regular Plan - Quarterly Div Option,INF789FC1FT3,-,UTI Mutual Fund,Income,Other,Moderate
140375,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Annual Div Option,INF789FC1GJ2,-,UTI Mutual Fund,Income,Other,Moderate
140367,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Flexi Div Option,INF789FC1GK0,-,UTI Mutual Fund,Income,Other,Moderate
140373,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Growth Option,INF789FC1GP9,-,UTI Mutual Fund,Income,Other,Moderate
140374,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Maturity Div Option,INF789FC1GO2,-,UTI Mutual Fund,Income,Other,Moderate
140376,UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Quarterly Div Option,INF789FC1GI4,-,UTI Mutual Fund,Income,Other,Moderate
140369,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Annual Div Option,INF789FC1GN4,-,UTI Mutual Fund,Income,Other,Moderate
140372,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Flexi Div Option,INF789FC1GL8,-,UTI Mutual Fund,Income,Other,Moderate
140368,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Growth Option,INF789FC1GR5,-,UTI Mutual Fund,Income,Other,Moderate
140371,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Maturity Div Option,INF789FC1GQ7,-,UTI Mutual Fund,Income,Other,Moderate
140370,UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Quarterly Div Option,INF789FC1GM6,-,UTI Mutual Fund,Income,Other,Moderate
140416,UTI FTIF Series XXV-XII (1198 Days) - Regular Plan - Quarterly Div Option,INF789FC1GW5,-,UTI Mutual Fund,Income,Other,Moderate
140415,UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Annual Div Option,INF789FC1GT1,-,UTI Mutual Fund,Income,Other,Moderate
140419,UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Growth Option,INF789FC1GZ8,-,UTI Mutual Fund,Income,Other,Moderate
140423,UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Maturity Div Option,INF789FC1GY1,-,UTI Mutual Fund,Income,Other,Moderate
140421,UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Quarterly Div Option,INF789FC1GS3,-,UTI Mutual Fund,Income,Other,Moderate
140424,UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Annual Div Option,INF789FC1GX3,-,UTI Mutual Fund,Income,Other,Moderate
140418,UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Flexi Div Option,INF789FC1GV7,-,UTI Mutual Fund,Income,Other,Moderate
140420,UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Growth Option,INF789FC1HB7,-,UTI Mutual Fund,Income,Other,Moderate
140417,UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Maturity Div Option,INF789FC1HA9,-,UTI Mutual Fund,Income,Other,Moderate
140471,UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Annual Div Option,INF789FC1HH4,-,UTI Mutual Fund,Income,Other,Moderate
140468,UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Flexi Div Option,INF789FC1HI2,-,UTI Mutual Fund,Income,Other,Moderate
140466,UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Growth Option,INF789FC1HN2,-,UTI Mutual Fund,Income,Other,Moderate
140474,UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Maturity Div Option,INF789FC1HM4,-,UTI Mutual Fund,Income,Other,Moderate
140470,UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Quarterly Div Option,INF789FC1HG6,-,UTI Mutual Fund,Income,Other,Moderate
140469,UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Annual Div Option,INF789FC1HL6,-,UTI Mutual Fund,Income,Other,Moderate
140473,UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Flexi Div Option,INF789FC1HJ0,-,UTI Mutual Fund,Income,Other,Moderate
140475,UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Growth Option,INF789FC1HP7,-,UTI Mutual Fund,Income,Other,Moderate
140467,UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Maturity Div Option,INF789FC1HO0,-,UTI Mutual Fund,Income,Other,Moderate
140472,UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Quarterly Div Option,INF789FC1HK8,-,UTI Mutual Fund,Income,Other,Moderate
140525,UTI FTIF Series XXVI-II (1176 Days)- Direct Plan - Annual Div Option,INF789FC1HZ6,-,UTI Mutual Fund,Income,Other,Moderate
140519,UTI FTIF Series XXVI-II (1176 Days)- Direct Plan - Flexi Div Option,INF789FC1IA7,-,UTI Mutual Fund,Income,Other,Moderate
140524,UTI FTIF Series XXVI-II (1176 Days)- Direct Plan - Growth Option,INF789FC1IF6,-,UTI Mutual Fund,Income,Other,Moderate
140521,UTI FTIF Series XXVI-II (1176 Days)- Direct Plan - Maturity Div Option,INF789FC1IE9,-,UTI Mutual Fund,Income,Other,Moderate
140518,UTI FTIF Series XXVI-II (1176 Days)- Direct Plan - Quarterly Div Option,INF789FC1HY9,-,UTI Mutual Fund,Income,Other,Moderate
140526,UTI FTIF Series XXVI-II (1176 Days)- Regular Plan - Annual Div Option,INF789FC1ID1,-,UTI Mutual Fund,Income,Other,Moderate
140522,UTI FTIF Series XXVI-II (1176 Days)- Regular Plan - Flexi Div Option,INF789FC1IB5,-,UTI Mutual Fund,Income,Other,Moderate
140520,UTI FTIF Series XXVI-II (1176 Days)- Regular Plan - Growth Option,INF789FC1IH2,-,UTI Mutual Fund,Income,Other,Moderate
140523,UTI FTIF Series XXVI-II (1176 Days)- Regular Plan - Maturity Div Option,INF789FC1IG4,-,UTI Mutual Fund,Income,Other,Moderate
140527,UTI FTIF Series XXVI-II (1176 Days)- Regular Plan - Quarterly Div Option,INF789FC1IC3,-,UTI Mutual Fund,Income,Other,Moderate
140635,UTI FTIF Series XXVI-III (1169 Days)- Direct Plan - Growth Option,INF789FC1IX9,-,UTI Mutual Fund,Income,Other,Moderate
140636,UTI FTIF Series XXVI-III (1169 Days)- Direct Plan - Quarterly Div Option,INF789FC1IQ3,-,UTI Mutual Fund,Income,Other,Moderate
140641,UTI FTIF Series XXVI-III (1169 Days)- Regular Plan - Annual Div Option,INF789FC1IV3,-,UTI Mutual Fund,Income,Other,Moderate
140643,UTI FTIF Series XXVI-III (1169 Days)- Regular Plan - Flexi Div Option,INF789FC1IT7,-,UTI Mutual Fund,Income,Other,Moderate
140640,UTI FTIF Series XXVI-III (1169 Days)- Regular Plan - Growth Option,INF789FC1IZ4,-,UTI Mutual Fund,Income,Other,Moderate
140644,UTI FTIF Series XXVI-III (1169 Days)- Regular Plan - Maturity Div Option,INF789FC1IY7,-,UTI Mutual Fund,Income,Other,Moderate
140642,UTI FTIF Series XXVI-III (1169 Days)- Regular Plan - Quarterly Div Option,INF789FC1IU5,-,UTI Mutual Fund,Income,Other,Moderate
140853,UTI FTIF Series XXVI-V (1160 Days)- Direct Plan - Annual Div Option,INF789FC1JL2,-,UTI Mutual Fund,Income,Other,Moderate
140858,UTI FTIF Series XXVI-V (1160 Days)- Direct Plan - Flexi Div Option,INF789FC1JM0,-,UTI Mutual Fund,Income,Other,Moderate
140857,UTI FTIF Series XXVI-V (1160 Days)- Direct Plan - Growth Option,INF789FC1JR9,-,UTI Mutual Fund,Income,Other,Moderate
140856,UTI FTIF Series XXVI-V (1160 Days)- Direct Plan - Maturity Div Option,INF789FC1JQ1,-,UTI Mutual Fund,Income,Other,Moderate
140854,UTI FTIF Series XXVI-V (1160 Days)- Direct Plan - Quarterly Div Option,INF789FC1JK4,-,UTI Mutual Fund,Income,Other,Moderate
140860,UTI FTIF Series XXVI-V (1160 Days)- Regular Plan - Annual Div Option,INF789FC1JP3,-,UTI Mutual Fund,Income,Other,Moderate
140855,UTI FTIF Series XXVI-V (1160 Days)- Regular Plan - Growth Option,INF789FC1JT5,-,UTI Mutual Fund,Income,Other,Moderate
140861,UTI FTIF Series XXVI-V (1160 Days)- Regular Plan - Maturity Div Option,INF789FC1JS7,-,UTI Mutual Fund,Income,Other,Moderate
140859,UTI FTIF Series XXVI-V (1160 Days)- Regular Plan - Quarterly Div Option,INF789FC1JO6,-,UTI Mutual Fund,Income,Other,Moderate
140969,UTI FTIF Series XXVI-VI (1146 Days)- Direct Plan - Annual Div Option,INF789FC1JV1,-,UTI Mutual Fund,Income,Other,Moderate
140964,UTI FTIF Series XXVI-VI (1146 Days)- Direct Plan - Growth Option,INF789FC1KB1,-,UTI Mutual Fund,Income,Other,Moderate
140971,UTI FTIF Series XXVI-VI (1146 Days)- Direct Plan - Maturity Div Option,INF789FC1KA3,-,UTI Mutual Fund,Income,Other,Moderate
140970,UTI FTIF Series XXVI-VI (1146 Days)- Direct Plan - Quarterly Div Option,INF789FC1JU3,-,UTI Mutual Fund,Income,Other,Moderate
140967,UTI FTIF Series XXVI-VI (1146 Days)- Regular Plan - Flexi Div Option,INF789FC1JX7,-,UTI Mutual Fund,Income,Other,Moderate
140968,UTI FTIF Series XXVI-VI (1146 Days)- Regular Plan - Growth Option,INF789FC1KD7,-,UTI Mutual Fund,Income,Other,Moderate
140966,UTI FTIF Series XXVI-VI (1146 Days)- Regular Plan - Maturity Div Option,INF789FC1KC9,-,UTI Mutual Fund,Income,Other,Moderate
140973,UTI FTIF Series XXVI-VI (1146 Days)- Regular Plan - Quarterly Div Option,INF789FC1JY5,-,UTI Mutual Fund,Income,Other,Moderate
141012,UTI FTIF Series XXVI-VII (1140 Days)- Direct Plan - Annual Div Option,INF789FC1KF2,-,UTI Mutual Fund,Income,Other,Moderate
141013,UTI FTIF Series XXVI-VII (1140 Days)- Direct Plan - Growth Option,INF789FC1KL0,-,UTI Mutual Fund,Income,Other,Moderate
141014,UTI FTIF Series XXVI-VII (1140 Days)- Direct Plan - Maturity Div Option,INF789FC1KK2,-,UTI Mutual Fund,Income,Other,Moderate
141008,UTI FTIF Series XXVI-VII (1140 Days)- Direct Plan - Quarterly Div Option,INF789FC1KE5,-,UTI Mutual Fund,Income,Other,Moderate
